<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20251124,061700,1.15236,1.15238,1.15236,1.15236,23370000
EURUSD,20251124,061800,1.15239,1.15239,1.15231,1.15232,27580000
EURUSD,20251124,061900,1.15233,1.15238,1.1523,1.15238,23160000
EURUSD,20251124,062000,1.15239,1.15246,1.15239,1.15241,33170000
EURUSD,20251124,062100,1.1524,1.15244,1.1524,1.15241,12160000
EURUSD,20251124,062200,1.1524,1.1524,1.1523,1.15231,102030000
EURUSD,20251124,062300,1.15231,1.15234,1.15227,1.15231,55200000
EURUSD,20251124,062400,1.15235,1.15251,1.15233,1.15242,149490000
EURUSD,20251124,062500,1.15242,1.15244,1.15232,1.15244,79210000
EURUSD,20251124,062600,1.15245,1.1525,1.15245,1.15245,41160000
EURUSD,20251124,062700,1.15244,1.1525,1.15242,1.15242,67690000
EURUSD,20251124,062800,1.15242,1.15247,1.15238,1.15238,67160000
EURUSD,20251124,062900,1.15238,1.15244,1.15234,1.15234,70320000
EURUSD,20251124,063000,1.15237,1.15237,1.15226,1.15233,41630000
EURUSD,20251124,063100,1.15235,1.15237,1.15232,1.15232,16090000
EURUSD,20251124,063200,1.15233,1.15243,1.15233,1.15236,51860000
EURUSD,20251124,063300,1.15237,1.15244,1.15237,1.15244,19800000
EURUSD,20251124,063400,1.15244,1.15246,1.15238,1.15241,41690000
EURUSD,20251124,063500,1.15242,1.15245,1.15242,1.15243,11880000
EURUSD,20251124,063600,1.15242,1.15247,1.15242,1.15246,52180000
EURUSD,20251124,063700,1.15244,1.15244,1.15238,1.15243,34190000
EURUSD,20251124,063800,1.15244,1.1525,1.15244,1.15248,21600000
EURUSD,20251124,063900,1.15248,1.15252,1.1524,1.15242,93040000
EURUSD,20251124,064000,1.15241,1.15241,1.15227,1.15232,67420000
EURUSD,20251124,064100,1.15231,1.15237,1.1523,1.15237,51160000
EURUSD,20251124,064200,1.15238,1.15241,1.15238,1.1524,16090000
EURUSD,20251124,064300,1.1524,1.15245,1.15238,1.15245,18900000
EURUSD,20251124,064400,1.15243,1.15245,1.15239,1.15243,32690000
EURUSD,20251124,064500,1.15242,1.15244,1.1524,1.15244,20370000
EURUSD,20251124,064600,1.15244,1.1525,1.15243,1.1525,24170000
EURUSD,20251124,064700,1.15249,1.15249,1.15235,1.15235,31010000
EURUSD,20251124,064800,1.15235,1.15244,1.15235,1.15239,28810000
EURUSD,20251124,064900,1.15237,1.15241,1.15236,1.15238,21600000
EURUSD,20251124,065000,1.15236,1.15238,1.15233,1.15233,42090000
EURUSD,20251124,065100,1.15234,1.15237,1.15233,1.15237,52430000
EURUSD,20251124,065200,1.15235,1.15235,1.15224,1.15228,48270000
EURUSD,20251124,065300,1.15228,1.15234,1.15214,1.15216,68750000
EURUSD,20251124,065400,1.15218,1.15219,1.15214,1.15218,15300000
EURUSD,20251124,065500,1.1522,1.15221,1.15214,1.15214,27000000
EURUSD,20251124,065600,1.15213,1.15223,1.15213,1.1522,48720000
EURUSD,20251124,065700,1.15216,1.15216,1.15198,1.15202,119830000
EURUSD,20251124,065800,1.15203,1.1521,1.15203,1.15207,36200000
EURUSD,20251124,065900,1.15207,1.15207,1.15201,1.15207,50660000
EURUSD,20251124,070000,1.15207,1.15207,1.15185,1.15202,228260000
EURUSD,20251124,070100,1.15203,1.15205,1.15197,1.15199,25290000
EURUSD,20251124,070200,1.15202,1.15202,1.15195,1.15199,15080000
EURUSD,20251124,070300,1.152,1.15203,1.15195,1.15198,35440000
EURUSD,20251124,070400,1.15196,1.1521,1.15196,1.1521,45330000
EURUSD,20251124,070500,1.15211,1.15214,1.15184,1.15189,76640000
EURUSD,20251124,070600,1.1519,1.15193,1.15171,1.15171,58210000
EURUSD,20251124,070700,1.15172,1.15179,1.15165,1.15165,54990000
EURUSD,20251124,070800,1.15164,1.15176,1.15164,1.15171,36890000
EURUSD,20251124,070900,1.15175,1.15182,1.15175,1.15181,60300000
EURUSD,20251124,071000,1.1518,1.15189,1.15179,1.15189,47780000
EURUSD,20251124,071100,1.1519,1.15192,1.15175,1.15176,40960000
EURUSD,20251124,071200,1.15179,1.15184,1.15179,1.15179,28560000
EURUSD,20251124,071300,1.15183,1.15183,1.15172,1.15172,65190000
EURUSD,20251124,071400,1.15172,1.15183,1.15168,1.15182,40680000
EURUSD,20251124,071500,1.15183,1.1519,1.15171,1.15175,67430000
EURUSD,20251124,071600,1.15175,1.15175,1.15171,1.15174,19470000
EURUSD,20251124,071700,1.15172,1.15175,1.15167,1.15169,26210000
EURUSD,20251124,071800,1.15171,1.15184,1.15171,1.15178,40960000
EURUSD,20251124,071900,1.15177,1.15186,1.15177,1.15182,37240000
EURUSD,20251124,072000,1.15182,1.15182,1.15166,1.15168,62170000
EURUSD,20251124,072100,1.15168,1.15174,1.15161,1.15161,104990000
EURUSD,20251124,072200,1.15162,1.15176,1.15162,1.15176,68870000
EURUSD,20251124,072300,1.15177,1.15204,1.15177,1.15202,78430000
EURUSD,20251124,072400,1.15202,1.15203,1.15179,1.15183,107310000
EURUSD,20251124,072500,1.15184,1.15192,1.15183,1.15191,67610000
EURUSD,20251124,072600,1.1519,1.15193,1.15184,1.15188,101070000
EURUSD,20251124,072700,1.15187,1.15188,1.1518,1.15188,81140000
EURUSD,20251124,072800,1.1519,1.15195,1.15178,1.15183,111970000
EURUSD,20251124,072900,1.15181,1.15191,1.1518,1.15191,29240000
EURUSD,20251124,073000,1.1519,1.15196,1.15188,1.15193,110250000
EURUSD,20251124,073100,1.15194,1.15204,1.15189,1.15203,95440000
EURUSD,20251124,073200,1.15203,1.15219,1.15201,1.15217,49650000
EURUSD,20251124,073300,1.15215,1.15217,1.15204,1.15204,33730000
EURUSD,20251124,073400,1.15207,1.15209,1.15203,1.15209,28360000
EURUSD,20251124,073500,1.15209,1.15217,1.15199,1.15214,45260000
EURUSD,20251124,073600,1.15211,1.15223,1.15203,1.15204,49040000
EURUSD,20251124,073700,1.15206,1.15209,1.15203,1.15209,13390000
EURUSD,20251124,073800,1.15207,1.15215,1.15203,1.15203,34920000
EURUSD,20251124,073900,1.15201,1.15202,1.1519,1.15193,34710000
EURUSD,20251124,074000,1.15193,1.15199,1.15182,1.15199,49370000
EURUSD,20251124,074100,1.15198,1.15198,1.1518,1.1518,24600000
EURUSD,20251124,074200,1.15183,1.15185,1.15178,1.15179,23070000
EURUSD,20251124,074300,1.15181,1.15182,1.15161,1.15162,71390000
EURUSD,20251124,074400,1.15162,1.15185,1.15162,1.15176,59840000
EURUSD,20251124,074500,1.15178,1.15187,1.15175,1.15185,51100000
EURUSD,20251124,074600,1.15183,1.15183,1.15165,1.1517,104850000
EURUSD,20251124,074700,1.1517,1.1517,1.15146,1.15159,97070000
EURUSD,20251124,074800,1.15161,1.15165,1.15151,1.15151,43090000
EURUSD,20251124,074900,1.1515,1.15154,1.15148,1.15148,57500000
EURUSD,20251124,075000,1.15147,1.15152,1.15138,1.15138,37250000
EURUSD,20251124,075100,1.15139,1.15156,1.15139,1.1515,34660000
EURUSD,20251124,075200,1.15148,1.15148,1.15134,1.15141,34760000
EURUSD,20251124,075300,1.15142,1.15155,1.15138,1.15154,49130000
EURUSD,20251124,075400,1.15151,1.15151,1.15133,1.15133,42670000
EURUSD,20251124,075500,1.15129,1.15129,1.15119,1.15125,52090000
EURUSD,20251124,075600,1.15126,1.1513,1.15117,1.15119,80650000
EURUSD,20251124,075700,1.15118,1.15128,1.15113,1.15125,74220000
EURUSD,20251124,075800,1.15125,1.15133,1.15122,1.15122,113190000
EURUSD,20251124,075900,1.15123,1.15126,1.15111,1.15118,71580000
EURUSD,20251124,080000,1.1512,1.15133,1.15097,1.15133,147310000
EURUSD,20251124,080100,1.15131,1.15164,1.15131,1.15157,121970000
EURUSD,20251124,080200,1.15158,1.15163,1.15151,1.15163,66780000
EURUSD,20251124,080300,1.15164,1.15175,1.15163,1.15175,40050000
EURUSD,20251124,080400,1.15173,1.15194,1.15172,1.15193,52090000
EURUSD,20251124,080500,1.15193,1.1521,1.15192,1.15208,93010000
EURUSD,20251124,080600,1.15209,1.15223,1.15209,1.15223,65840000
EURUSD,20251124,080700,1.15228,1.15256,1.15225,1.15243,105420000
EURUSD,20251124,080800,1.15243,1.15243,1.15229,1.15231,84710000
EURUSD,20251124,080900,1.15236,1.15236,1.15213,1.15213,59520000
EURUSD,20251124,081000,1.15215,1.15236,1.15213,1.1523,50050000
EURUSD,20251124,081100,1.15232,1.15259,1.15232,1.15255,63960000
EURUSD,20251124,081200,1.15257,1.15264,1.15256,1.15258,97250000
EURUSD,20251124,081300,1.1526,1.15293,1.1526,1.15289,80060000
EURUSD,20251124,081400,1.15288,1.15289,1.15265,1.15265,61400000
EURUSD,20251124,081500,1.15274,1.15275,1.15268,1.15271,81000000
EURUSD,20251124,081600,1.1527,1.15276,1.15259,1.15262,59020000
EURUSD,20251124,081700,1.15264,1.15272,1.15259,1.15269,51180000
EURUSD,20251124,081800,1.1527,1.15293,1.1527,1.15273,117530000
EURUSD,20251124,081900,1.15273,1.153,1.15272,1.15293,144440000
EURUSD,20251124,082000,1.1529,1.15315,1.15287,1.15312,105270000
EURUSD,20251124,082100,1.15312,1.15326,1.15307,1.15316,155080000
EURUSD,20251124,082200,1.15315,1.15334,1.15304,1.15325,134790000
EURUSD,20251124,082300,1.15326,1.15331,1.15319,1.15328,49500000
EURUSD,20251124,082400,1.15327,1.15327,1.15298,1.15298,56370000
EURUSD,20251124,082500,1.15299,1.15311,1.15294,1.1531,55160000
EURUSD,20251124,082600,1.1531,1.15332,1.15305,1.15321,121630000
EURUSD,20251124,082700,1.15322,1.1533,1.15311,1.15317,101560000
EURUSD,20251124,082800,1.15317,1.1533,1.15313,1.15329,110720000
EURUSD,20251124,082900,1.15329,1.15337,1.15321,1.15333,100430000
EURUSD,20251124,083000,1.15335,1.15342,1.15307,1.15309,128210000
EURUSD,20251124,083100,1.15307,1.15309,1.15292,1.15296,109160000
EURUSD,20251124,083200,1.15295,1.15314,1.15293,1.1531,86870000
EURUSD,20251124,083300,1.15309,1.15309,1.15291,1.15305,140100000
EURUSD,20251124,083400,1.15303,1.15326,1.15303,1.15317,80280000
EURUSD,20251124,083500,1.15317,1.15334,1.15316,1.15332,88090000
EURUSD,20251124,083600,1.15336,1.15336,1.15319,1.15326,112270000
EURUSD,20251124,083700,1.15327,1.15337,1.1532,1.15333,104840000
EURUSD,20251124,083800,1.15333,1.15334,1.15311,1.15312,85390000
EURUSD,20251124,083900,1.15314,1.15336,1.15313,1.15333,55040000
EURUSD,20251124,084000,1.15334,1.15334,1.15306,1.1531,46740000
EURUSD,20251124,084100,1.15309,1.15315,1.15303,1.15305,95980000
EURUSD,20251124,084200,1.15307,1.15315,1.15288,1.15313,73690000
EURUSD,20251124,084300,1.15312,1.15321,1.15297,1.15305,78860000
EURUSD,20251124,084400,1.15304,1.15318,1.15299,1.15313,73240000
EURUSD,20251124,084500,1.15311,1.15316,1.15303,1.15309,106670000
EURUSD,20251124,084600,1.15311,1.15312,1.15299,1.15302,74010000
EURUSD,20251124,084700,1.153,1.15301,1.15282,1.15287,45440000
EURUSD,20251124,084800,1.15288,1.15296,1.15286,1.15287,39160000
EURUSD,20251124,084900,1.15287,1.15308,1.15276,1.15308,58200000
EURUSD,20251124,085000,1.1531,1.15318,1.15307,1.15315,47450000
EURUSD,20251124,085100,1.15315,1.15315,1.15297,1.15312,72000000
EURUSD,20251124,085200,1.15316,1.1532,1.15301,1.15304,74520000
EURUSD,20251124,085300,1.15304,1.15304,1.15293,1.15298,41290000
EURUSD,20251124,085400,1.15299,1.15307,1.15293,1.15296,69170000
EURUSD,20251124,085500,1.15294,1.15296,1.15262,1.15266,76860000
EURUSD,20251124,085600,1.15268,1.15282,1.15268,1.15282,51640000
EURUSD,20251124,085700,1.15284,1.15284,1.15278,1.1528,34450000
EURUSD,20251124,085800,1.15282,1.153,1.15282,1.15294,86210000
EURUSD,20251124,085900,1.15296,1.15296,1.15276,1.15278,80180000
EURUSD,20251124,090000,1.15277,1.15294,1.15274,1.15274,122440000
EURUSD,20251124,090100,1.15274,1.15289,1.15265,1.1527,77440000
EURUSD,20251124,090200,1.15271,1.15296,1.1527,1.15291,72230000
EURUSD,20251124,090300,1.15293,1.15298,1.15285,1.15297,63350000
EURUSD,20251124,090400,1.15296,1.15323,1.15296,1.15322,39600000
EURUSD,20251124,090500,1.15321,1.15332,1.15309,1.15312,105300000
EURUSD,20251124,090600,1.15313,1.15319,1.15305,1.15318,62780000
EURUSD,20251124,090700,1.15322,1.15323,1.1531,1.15323,49840000
EURUSD,20251124,090800,1.15321,1.15342,1.15321,1.15342,52090000
EURUSD,20251124,090900,1.15342,1.15344,1.15327,1.15327,43380000
EURUSD,20251124,091000,1.15326,1.15328,1.15318,1.15321,44840000
EURUSD,20251124,091100,1.1532,1.1532,1.15285,1.15285,65380000
EURUSD,20251124,091200,1.15282,1.15289,1.15274,1.15276,66820000
EURUSD,20251124,091300,1.15278,1.15294,1.15278,1.15293,120010000
EURUSD,20251124,091400,1.15292,1.15296,1.15274,1.15282,88190000
EURUSD,20251124,091500,1.15283,1.15293,1.15281,1.15283,67300000
EURUSD,20251124,091600,1.15283,1.15286,1.1528,1.1528,52010000
EURUSD,20251124,091700,1.1528,1.15283,1.1527,1.15278,56150000
EURUSD,20251124,091800,1.1528,1.15292,1.15274,1.15277,69290000
EURUSD,20251124,091900,1.15276,1.15281,1.1526,1.15263,67410000
EURUSD,20251124,092000,1.15263,1.15268,1.15261,1.15263,24280000
EURUSD,20251124,092100,1.15263,1.15279,1.15262,1.15268,25180000
EURUSD,20251124,092200,1.15268,1.15284,1.15268,1.15278,61660000
EURUSD,20251124,092300,1.15276,1.15284,1.15268,1.15284,54350000
EURUSD,20251124,092400,1.15282,1.15286,1.1528,1.15283,22500000
EURUSD,20251124,092500,1.15282,1.15299,1.1528,1.15285,80630000
EURUSD,20251124,092600,1.15288,1.1529,1.1527,1.1527,55660000
EURUSD,20251124,092700,1.15271,1.15273,1.15252,1.1526,124390000
EURUSD,20251124,092800,1.15258,1.15274,1.15254,1.15272,95380000
EURUSD,20251124,092900,1.15272,1.15276,1.15259,1.15259,64470000
EURUSD,20251124,093000,1.15262,1.15284,1.15255,1.1528,63600000
EURUSD,20251124,093100,1.15282,1.15283,1.15258,1.15262,64570000
EURUSD,20251124,093200,1.15263,1.15271,1.15263,1.15271,34400000
EURUSD,20251124,093300,1.15273,1.15276,1.15252,1.15252,69930000
EURUSD,20251124,093400,1.15251,1.15253,1.1525,1.15251,7990000
EURUSD,20251124,093500,1.1525,1.15265,1.15245,1.15264,37010000
EURUSD,20251124,093600,1.15264,1.15273,1.15261,1.15271,31800000
EURUSD,20251124,093700,1.15273,1.15279,1.15271,1.15277,53730000
EURUSD,20251124,093800,1.15276,1.15303,1.15276,1.15302,81370000
EURUSD,20251124,093900,1.15303,1.15303,1.1529,1.15298,47710000
EURUSD,20251124,094000,1.15301,1.15309,1.15286,1.1529,59890000
EURUSD,20251124,094100,1.15291,1.15293,1.15279,1.15284,30190000
EURUSD,20251124,094200,1.15281,1.15295,1.15281,1.15294,49950000
EURUSD,20251124,094300,1.15292,1.15295,1.15287,1.15293,51410000
EURUSD,20251124,094400,1.15293,1.15328,1.15293,1.15322,104850000
EURUSD,20251124,094500,1.15324,1.15324,1.15314,1.15315,38350000
EURUSD,20251124,094600,1.15314,1.15318,1.15305,1.15305,83120000
EURUSD,20251124,094700,1.15306,1.15307,1.15299,1.15302,50290000
EURUSD,20251124,094800,1.15301,1.15303,1.15292,1.15292,29320000
EURUSD,20251124,094900,1.15291,1.15298,1.1529,1.1529,30410000
EURUSD,20251124,095000,1.15289,1.15293,1.15281,1.15288,74600000
EURUSD,20251124,095100,1.15292,1.15296,1.15284,1.15287,51210000
EURUSD,20251124,095200,1.15288,1.15298,1.15282,1.15298,53770000
EURUSD,20251124,095300,1.15297,1.15301,1.15292,1.15295,41580000
EURUSD,20251124,095400,1.15291,1.15303,1.15277,1.15294,74030000
EURUSD,20251124,095500,1.15294,1.15305,1.15281,1.15301,122520000
EURUSD,20251124,095600,1.15301,1.15304,1.15296,1.15299,130700000
EURUSD,20251124,095700,1.15298,1.15317,1.1529,1.15317,104420000
EURUSD,20251124,095800,1.15315,1.15315,1.15296,1.15296,67300000
EURUSD,20251124,095900,1.15297,1.15303,1.15293,1.15297,56430000
EURUSD,20251124,100000,1.15299,1.1533,1.15298,1.15327,96270000
EURUSD,20251124,100100,1.15324,1.15331,1.15317,1.15328,59070000
EURUSD,20251124,100200,1.15326,1.1533,1.15322,1.15326,64020000
EURUSD,20251124,100300,1.1533,1.1533,1.15316,1.15322,56940000
EURUSD,20251124,100400,1.15324,1.1533,1.15322,1.15329,34140000
EURUSD,20251124,100500,1.15334,1.1535,1.15333,1.1535,58520000
EURUSD,20251124,100600,1.15349,1.15359,1.15346,1.15351,78420000
EURUSD,20251124,100700,1.15349,1.15354,1.15338,1.15352,67710000
EURUSD,20251124,100800,1.15352,1.15376,1.15351,1.15368,83110000
EURUSD,20251124,100900,1.15367,1.15373,1.15366,1.15368,77130000
EURUSD,20251124,101000,1.15371,1.15392,1.15371,1.15382,140300000
EURUSD,20251124,101100,1.15382,1.15391,1.15375,1.15388,129920000
EURUSD,20251124,101200,1.15388,1.15398,1.15383,1.15396,122230000
EURUSD,20251124,101300,1.15402,1.15404,1.15378,1.15381,91080000
EURUSD,20251124,101400,1.1538,1.15381,1.15357,1.15364,71560000
EURUSD,20251124,101500,1.15365,1.1538,1.15359,1.15376,83860000
EURUSD,20251124,101600,1.15376,1.15383,1.1537,1.15378,106210000
EURUSD,20251124,101700,1.15379,1.15386,1.15376,1.15379,32290000
EURUSD,20251124,101800,1.15379,1.15383,1.15377,1.15377,14940000
EURUSD,20251124,101900,1.15374,1.15387,1.15374,1.15387,23380000
EURUSD,20251124,102000,1.1539,1.15395,1.15371,1.15378,62440000
EURUSD,20251124,102100,1.15374,1.15374,1.15367,1.15371,55340000
EURUSD,20251124,102200,1.15372,1.15384,1.15368,1.15368,31500000
EURUSD,20251124,102300,1.15368,1.15377,1.15368,1.15371,20590000
EURUSD,20251124,102400,1.15373,1.15373,1.1533,1.1533,82420000
EURUSD,20251124,102500,1.15328,1.15334,1.15322,1.1533,54570000
EURUSD,20251124,102600,1.1533,1.15345,1.15326,1.15333,69480000
EURUSD,20251124,102700,1.15332,1.15347,1.15332,1.15336,38930000
EURUSD,20251124,102800,1.15338,1.15338,1.15329,1.15334,57720000
EURUSD,20251124,102900,1.15333,1.15355,1.15331,1.15353,65700000
EURUSD,20251124,103000,1.15353,1.15361,1.15348,1.15357,90400000
EURUSD,20251124,103100,1.15358,1.15363,1.15351,1.15353,65060000
EURUSD,20251124,103200,1.15351,1.1536,1.15345,1.15358,102940000
EURUSD,20251124,103300,1.15358,1.15373,1.15358,1.15371,158890000
EURUSD,20251124,103400,1.15372,1.15377,1.15372,1.15376,30600000
EURUSD,20251124,103500,1.15377,1.15405,1.15373,1.15399,74300000
EURUSD,20251124,103600,1.15398,1.15398,1.15386,1.15387,36900000
EURUSD,20251124,103700,1.15386,1.15389,1.15375,1.15379,44230000
EURUSD,20251124,103800,1.15382,1.15408,1.15373,1.15393,81320000
EURUSD,20251124,103900,1.15394,1.15394,1.15381,1.15387,27440000
EURUSD,20251124,104000,1.15393,1.15399,1.15392,1.15399,51300000
EURUSD,20251124,104100,1.15399,1.15407,1.15391,1.15393,75830000
EURUSD,20251124,104200,1.15393,1.15404,1.15393,1.15394,78480000
EURUSD,20251124,104300,1.15393,1.154,1.15389,1.15394,36000000
EURUSD,20251124,104400,1.15391,1.15405,1.15389,1.154,47590000
EURUSD,20251124,104500,1.15399,1.15404,1.15397,1.15402,46660000
EURUSD,20251124,104600,1.15403,1.15404,1.15391,1.15398,50130000
EURUSD,20251124,104700,1.15399,1.15405,1.15399,1.15402,26640000
EURUSD,20251124,104800,1.15403,1.15419,1.15403,1.15413,67140000
EURUSD,20251124,104900,1.15414,1.15416,1.15407,1.15412,74770000
EURUSD,20251124,105000,1.15404,1.15405,1.15395,1.15399,26430000
EURUSD,20251124,105100,1.15397,1.15398,1.15386,1.15388,74380000
EURUSD,20251124,105200,1.15387,1.15393,1.15384,1.15388,28330000
EURUSD,20251124,105300,1.15386,1.15392,1.15381,1.15382,41160000
EURUSD,20251124,105400,1.1538,1.15398,1.15378,1.15393,40140000
EURUSD,20251124,105500,1.15391,1.15391,1.15382,1.15382,15070000
EURUSD,20251124,105600,1.15382,1.15387,1.15376,1.15382,61550000
EURUSD,20251124,105700,1.15383,1.15402,1.15383,1.15401,63100000
EURUSD,20251124,105800,1.15401,1.15413,1.15401,1.15407,65260000
EURUSD,20251124,105900,1.15407,1.15408,1.15396,1.15408,81420000
EURUSD,20251124,110000,1.15409,1.15411,1.154,1.15404,38030000
EURUSD,20251124,110100,1.15402,1.15417,1.15398,1.15417,32510000
EURUSD,20251124,110200,1.15418,1.1542,1.15406,1.15413,40490000
EURUSD,20251124,110300,1.1541,1.15417,1.15407,1.15407,71390000
EURUSD,20251124,110400,1.1541,1.15412,1.15401,1.15403,13500000
EURUSD,20251124,110500,1.15404,1.15404,1.15384,1.15384,41470000
EURUSD,20251124,110600,1.15384,1.15384,1.15366,1.15367,63770000
EURUSD,20251124,110700,1.15368,1.15387,1.15364,1.15378,64300000
EURUSD,20251124,110800,1.15376,1.15376,1.15362,1.15372,50630000
EURUSD,20251124,110900,1.15373,1.15379,1.15371,1.15379,18900000
EURUSD,20251124,111000,1.1538,1.1538,1.15372,1.15375,44560000
EURUSD,20251124,111100,1.15377,1.1538,1.15377,1.15377,15080000
EURUSD,20251124,111200,1.15378,1.15378,1.15372,1.15378,14740000
EURUSD,20251124,111300,1.15379,1.15382,1.15373,1.15373,39680000
EURUSD,20251124,111400,1.15369,1.15369,1.1536,1.15362,43680000
EURUSD,20251124,111500,1.15363,1.15376,1.15363,1.15373,48130000
EURUSD,20251124,111600,1.15372,1.1538,1.15371,1.1538,36900000
EURUSD,20251124,111700,1.15379,1.15382,1.15377,1.15377,28020000
EURUSD,20251124,111800,1.15377,1.15384,1.15373,1.15384,25510000
EURUSD,20251124,111900,1.15383,1.15383,1.15381,1.15382,8870000
EURUSD,20251124,112000,1.15383,1.15389,1.15383,1.15385,62220000
EURUSD,20251124,112100,1.15386,1.15388,1.15381,1.15387,82670000
EURUSD,20251124,112200,1.15387,1.15389,1.15387,1.15389,21600000
EURUSD,20251124,112300,1.15386,1.15389,1.15386,1.15388,20920000
EURUSD,20251124,112400,1.15388,1.15406,1.15387,1.154,31610000
EURUSD,20251124,112500,1.15399,1.15401,1.15397,1.154,25200000
EURUSD,20251124,112600,1.15403,1.15407,1.15403,1.15407,8190000
EURUSD,20251124,112700,1.15409,1.1541,1.15392,1.15393,50460000
EURUSD,20251124,112800,1.15394,1.15398,1.15389,1.15397,71650000
EURUSD,20251124,112900,1.15396,1.15418,1.15393,1.15418,121640000
EURUSD,20251124,113000,1.1542,1.15435,1.15418,1.15433,92910000
EURUSD,20251124,113100,1.15432,1.15432,1.15425,1.15427,39860000
EURUSD,20251124,113200,1.15426,1.15429,1.15418,1.15423,34810000
EURUSD,20251124,113300,1.15422,1.15425,1.15416,1.1542,114370000
EURUSD,20251124,113400,1.15422,1.15422,1.15414,1.15415,19500000
EURUSD,20251124,113500,1.15414,1.15414,1.15392,1.15398,62650000
EURUSD,20251124,113600,1.15396,1.15404,1.15396,1.15403,42570000
EURUSD,20251124,113700,1.15401,1.15401,1.15393,1.15398,51680000
EURUSD,20251124,113800,1.15399,1.154,1.15396,1.15397,12600000
EURUSD,20251124,113900,1.15397,1.154,1.15397,1.154,11140000
EURUSD,20251124,114000,1.15398,1.15398,1.15391,1.15394,36090000
EURUSD,20251124,114100,1.15393,1.15397,1.15388,1.15397,28780000
EURUSD,20251124,114200,1.15396,1.15404,1.15393,1.15398,38880000
EURUSD,20251124,114300,1.154,1.15413,1.154,1.15412,20790000
EURUSD,20251124,114400,1.15415,1.15422,1.15411,1.15422,28800000
EURUSD,20251124,114500,1.15421,1.15431,1.1542,1.15425,49020000
EURUSD,20251124,114600,1.15423,1.15436,1.1542,1.15433,78430000
EURUSD,20251124,114700,1.15434,1.15442,1.15432,1.15442,57000000
EURUSD,20251124,114800,1.1544,1.15446,1.15439,1.15442,63080000
EURUSD,20251124,114900,1.15441,1.15458,1.1544,1.15452,121940000
EURUSD,20251124,115000,1.15453,1.15458,1.15447,1.1545,46080000
EURUSD,20251124,115100,1.15449,1.15454,1.15448,1.15452,45900000
EURUSD,20251124,115200,1.15453,1.15454,1.15448,1.15454,45510000
EURUSD,20251124,115300,1.15454,1.15466,1.15449,1.15453,45590000
EURUSD,20251124,115400,1.15452,1.15459,1.15452,1.15458,29700000
EURUSD,20251124,115500,1.1546,1.15465,1.15446,1.15449,116060000
EURUSD,20251124,115600,1.15449,1.1546,1.15449,1.15459,34090000
EURUSD,20251124,115700,1.15458,1.15466,1.15458,1.15464,79200000
EURUSD,20251124,115800,1.15462,1.1547,1.1546,1.15463,79200000
EURUSD,20251124,115900,1.15462,1.15466,1.15452,1.15453,93150000
EURUSD,20251124,120000,1.15452,1.15455,1.15444,1.15454,82270000
EURUSD,20251124,120100,1.15453,1.15453,1.1544,1.15444,65080000
EURUSD,20251124,120200,1.15442,1.15447,1.1544,1.15445,37800000
EURUSD,20251124,120300,1.15446,1.1546,1.15446,1.15449,29260000
EURUSD,20251124,120400,1.15446,1.15449,1.1544,1.15449,20590000
EURUSD,20251124,120500,1.15449,1.15449,1.15437,1.15438,43870000
EURUSD,20251124,120600,1.15439,1.15441,1.15421,1.15423,73100000
EURUSD,20251124,120700,1.15421,1.15422,1.1541,1.15412,101880000
EURUSD,20251124,120800,1.15414,1.15414,1.15399,1.15399,34660000
EURUSD,20251124,120900,1.15397,1.15398,1.1539,1.15396,78080000
EURUSD,20251124,121000,1.15395,1.15404,1.15389,1.15389,152060000
EURUSD,20251124,121100,1.15389,1.15389,1.15377,1.15377,122310000
EURUSD,20251124,121200,1.15376,1.15381,1.15362,1.15365,185690000
EURUSD,20251124,121300,1.15366,1.15395,1.15365,1.15386,143120000
EURUSD,20251124,121400,1.15387,1.15398,1.15384,1.15388,67510000
EURUSD,20251124,121500,1.15391,1.15404,1.15391,1.15403,33280000
EURUSD,20251124,121600,1.15406,1.1541,1.15401,1.15401,32860000
EURUSD,20251124,121700,1.15401,1.15409,1.15399,1.15406,112610000
EURUSD,20251124,121800,1.15407,1.15413,1.15406,1.15407,80960000
EURUSD,20251124,121900,1.15408,1.15408,1.15397,1.15404,85260000
EURUSD,20251124,122000,1.15404,1.15414,1.15404,1.15412,37800000
EURUSD,20251124,122100,1.15411,1.15415,1.15407,1.15407,32180000
EURUSD,20251124,122200,1.15409,1.15424,1.15405,1.15418,37350000
EURUSD,20251124,122300,1.15415,1.1543,1.15415,1.15427,57140000
EURUSD,20251124,122400,1.15427,1.15428,1.15422,1.15426,56050000
EURUSD,20251124,122500,1.15423,1.15433,1.15419,1.15422,43380000
EURUSD,20251124,122600,1.15423,1.15428,1.15407,1.15417,77930000
EURUSD,20251124,122700,1.15417,1.15423,1.15417,1.15423,27450000
EURUSD,20251124,122800,1.15426,1.15433,1.15424,1.15425,32160000
EURUSD,20251124,122900,1.15424,1.15445,1.1542,1.15426,112740000
EURUSD,20251124,123000,1.15426,1.15449,1.15426,1.15444,112520000
EURUSD,20251124,123100,1.15443,1.15447,1.15438,1.15441,67480000
EURUSD,20251124,123200,1.1544,1.15449,1.15438,1.15447,70470000
EURUSD,20251124,123300,1.15447,1.15466,1.15446,1.15465,56330000
