<TICKER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
EURUSD,20251110,201600,1.15618,1.15629,1.15618,1.15625,63970000
EURUSD,20251110,201700,1.15626,1.15629,1.1562,1.15622,112100000
EURUSD,20251110,201800,1.15622,1.15629,1.1562,1.15627,156690000
EURUSD,20251110,201900,1.15625,1.15625,1.15619,1.15621,132740000
EURUSD,20251110,202000,1.15621,1.15621,1.15617,1.15617,33720000
EURUSD,20251110,202100,1.15615,1.15617,1.15605,1.15611,85180000
EURUSD,20251110,202200,1.15612,1.15614,1.15611,1.15614,8100000
EURUSD,20251110,202300,1.15617,1.15626,1.15613,1.15626,32850000
EURUSD,20251110,202400,1.15624,1.15626,1.15621,1.15625,67950000
EURUSD,20251110,202500,1.15625,1.15626,1.15621,1.15622,126490000
EURUSD,20251110,202600,1.15622,1.15629,1.15621,1.15627,61620000
EURUSD,20251110,202700,1.15627,1.1563,1.15626,1.15628,14850000
EURUSD,20251110,202800,1.15628,1.15628,1.15625,1.15625,57600000
EURUSD,20251110,202900,1.15626,1.15629,1.15625,1.15626,74250000
EURUSD,20251110,203000,1.15628,1.15632,1.15625,1.15632,32400000
EURUSD,20251110,203100,1.15631,1.15631,1.15624,1.15626,141370000
EURUSD,20251110,203200,1.15628,1.15628,1.15628,1.15628,6300000
EURUSD,20251110,203300,1.15628,1.15631,1.15628,1.15631,4500000
EURUSD,20251110,203500,1.15632,1.15632,1.15632,1.15632,900000
EURUSD,20251110,203700,1.15634,1.15642,1.15634,1.15642,35550000
EURUSD,20251110,203800,1.15641,1.15641,1.15634,1.1564,22500000
EURUSD,20251110,203900,1.15641,1.15642,1.15638,1.15642,9520000
EURUSD,20251110,204000,1.15641,1.15645,1.15641,1.15645,5400000
EURUSD,20251110,204100,1.15646,1.15646,1.15643,1.15644,35240000
EURUSD,20251110,204200,1.15642,1.15644,1.15639,1.1564,28110000
EURUSD,20251110,204300,1.1564,1.1564,1.15638,1.15638,8620000
EURUSD,20251110,204400,1.15637,1.15638,1.15632,1.15632,8240000
EURUSD,20251110,204500,1.15632,1.15632,1.15627,1.15629,13640000
EURUSD,20251110,204600,1.15629,1.15636,1.15629,1.15634,32470000
EURUSD,20251110,204700,1.15634,1.15642,1.15633,1.15642,25200000
EURUSD,20251110,204800,1.15641,1.15641,1.1564,1.15641,16200000
EURUSD,20251110,204900,1.15641,1.15641,1.15633,1.15633,26620000
EURUSD,20251110,205000,1.15633,1.15639,1.1563,1.15638,37800000
EURUSD,20251110,205100,1.15639,1.15639,1.15637,1.15637,14400000
EURUSD,20251110,205200,1.15638,1.1564,1.15638,1.15638,14020000
EURUSD,20251110,205300,1.15639,1.15641,1.15638,1.15638,23400000
EURUSD,20251110,205400,1.15637,1.15639,1.15628,1.15628,14920000
EURUSD,20251110,205500,1.15629,1.15634,1.15626,1.15633,40500000
EURUSD,20251110,205600,1.15635,1.15635,1.15633,1.15634,13950000
EURUSD,20251110,205700,1.15634,1.1564,1.15632,1.15638,51750000
EURUSD,20251110,205800,1.15638,1.15638,1.15633,1.15636,89550000
EURUSD,20251110,205900,1.15637,1.15639,1.15634,1.15637,163980000
EURUSD,20251110,210000,1.15637,1.15637,1.1563,1.15632,137780000
EURUSD,20251110,210100,1.15631,1.15632,1.15626,1.15626,69750000
EURUSD,20251110,210200,1.15627,1.1563,1.15627,1.15629,40950000
EURUSD,20251110,210300,1.15628,1.15632,1.15627,1.15632,26100000
EURUSD,20251110,210400,1.15631,1.15633,1.15631,1.15631,20700000
EURUSD,20251110,210500,1.15631,1.15634,1.15625,1.15631,51070000
EURUSD,20251110,210600,1.1563,1.15631,1.15624,1.15626,61200000
EURUSD,20251110,210700,1.15624,1.15626,1.15623,1.15624,27900000
EURUSD,20251110,210800,1.15624,1.15627,1.15623,1.15627,79200000
EURUSD,20251110,210900,1.15625,1.15629,1.15625,1.15629,38010000
EURUSD,20251110,211000,1.15629,1.15629,1.15624,1.15625,38470000
EURUSD,20251110,211100,1.15625,1.15626,1.15624,1.15626,18900000
EURUSD,20251110,211200,1.15627,1.15627,1.15624,1.15624,6300000
EURUSD,20251110,211300,1.15624,1.15627,1.15624,1.15625,9900000
EURUSD,20251110,211400,1.15626,1.15628,1.15624,1.15624,27220000
EURUSD,20251110,211500,1.15624,1.15627,1.15624,1.15627,30820000
EURUSD,20251110,211600,1.15629,1.1563,1.15629,1.1563,4500000
EURUSD,20251110,211700,1.15631,1.15632,1.1563,1.1563,13050000
EURUSD,20251110,211800,1.15629,1.15629,1.15623,1.15624,18900000
EURUSD,20251110,211900,1.15626,1.15628,1.15622,1.15623,23850000
EURUSD,20251110,212000,1.15624,1.15624,1.15623,1.15623,5400000
EURUSD,20251110,212100,1.15624,1.15624,1.15621,1.15621,9900000
EURUSD,20251110,212200,1.1562,1.15622,1.1562,1.15622,9900000
EURUSD,20251110,212300,1.15622,1.15622,1.15622,1.15622,900000
EURUSD,20251110,212400,1.15621,1.15622,1.15621,1.15622,3600000
EURUSD,20251110,212500,1.15621,1.15621,1.1562,1.1562,9000000
EURUSD,20251110,212600,1.1562,1.1562,1.15611,1.15613,17770000
EURUSD,20251110,212700,1.15613,1.15613,1.15607,1.15608,10800000
EURUSD,20251110,212800,1.15607,1.15607,1.15601,1.15603,21600000
EURUSD,20251110,212900,1.15603,1.15603,1.15596,1.15598,41340000
EURUSD,20251110,213000,1.15598,1.15605,1.15592,1.15602,45990000
EURUSD,20251110,213100,1.15601,1.15606,1.15601,1.15602,9900000
EURUSD,20251110,213200,1.15599,1.15602,1.15597,1.156,18120000
EURUSD,20251110,213300,1.15602,1.15602,1.15602,1.15602,900000
EURUSD,20251110,213400,1.156,1.156,1.15585,1.15585,25490000
EURUSD,20251110,213500,1.15586,1.15586,1.1558,1.1558,15750000
EURUSD,20251110,213600,1.15582,1.15583,1.15582,1.15583,3600000
EURUSD,20251110,213700,1.15584,1.15584,1.15584,1.15584,900000
EURUSD,20251110,213800,1.15585,1.15591,1.15585,1.15588,13720000
EURUSD,20251110,213900,1.15587,1.15588,1.15587,1.15588,8100000
EURUSD,20251110,214000,1.15587,1.15587,1.15584,1.15584,6750000
EURUSD,20251110,214100,1.15583,1.15583,1.15577,1.15577,5400000
EURUSD,20251110,214200,1.15577,1.15577,1.15577,1.15577,2700000
EURUSD,20251110,214300,1.15577,1.15578,1.15577,1.15578,3150000
EURUSD,20251110,214400,1.15579,1.15579,1.15577,1.15577,3600000
EURUSD,20251110,214500,1.15578,1.15579,1.15577,1.15578,12600000
EURUSD,20251110,214600,1.15579,1.15579,1.15567,1.1557,81900000
EURUSD,20251110,214700,1.15569,1.15569,1.15566,1.15566,20700000
EURUSD,20251110,214800,1.15567,1.15568,1.1556,1.15567,48010000
EURUSD,20251110,214900,1.15566,1.15566,1.15564,1.15566,8100000
EURUSD,20251110,215000,1.15567,1.15572,1.15563,1.15568,58630000
EURUSD,20251110,215100,1.15568,1.15568,1.15561,1.15561,38020000
EURUSD,20251110,215200,1.15561,1.15561,1.15557,1.15559,17320000
EURUSD,20251110,215300,1.15557,1.15557,1.15552,1.15552,20520000
EURUSD,20251110,215400,1.15551,1.15561,1.1555,1.1556,27540000
EURUSD,20251110,215500,1.15565,1.15581,1.15565,1.1558,106290000
EURUSD,20251110,215600,1.15579,1.15582,1.15579,1.15581,14400000
EURUSD,20251110,215700,1.15582,1.15582,1.15572,1.15576,85860000
EURUSD,20251110,215800,1.15577,1.15579,1.15567,1.15569,335520000
EURUSD,20251110,215900,1.1557,1.1557,1.15561,1.15568,618300000
EURUSD,20251110,220000,1.15563,1.15563,1.15536,1.15539,26070000
EURUSD,20251110,220100,1.15538,1.15543,1.15538,1.15543,13500000
EURUSD,20251110,220200,1.15539,1.1554,1.15534,1.15535,81000000
EURUSD,20251110,220300,1.15539,1.15557,1.15535,1.15557,127340000
EURUSD,20251110,220400,1.15557,1.15557,1.15557,1.15557,1340000
EURUSD,20251110,220500,1.15565,1.15577,1.15565,1.15577,10800000
EURUSD,20251110,220600,1.1557,1.15575,1.15563,1.15572,18000000
EURUSD,20251110,220700,1.15573,1.15575,1.15565,1.15565,21600000
EURUSD,20251110,220800,1.15574,1.15579,1.1557,1.1557,11700000
EURUSD,20251110,220900,1.1557,1.15584,1.1557,1.15574,18000000
EURUSD,20251110,221000,1.15583,1.15583,1.15574,1.15579,15300000
EURUSD,20251110,221100,1.15575,1.15576,1.15573,1.15575,9000000
EURUSD,20251110,221200,1.15575,1.15577,1.15572,1.15576,18000000
EURUSD,20251110,221300,1.15574,1.15576,1.15574,1.15576,7200000
EURUSD,20251110,221400,1.15573,1.15573,1.15569,1.1557,12600000
EURUSD,20251110,221500,1.1557,1.15575,1.1557,1.15571,19800000
EURUSD,20251110,221600,1.15571,1.15571,1.1557,1.15571,142200000
EURUSD,20251110,221700,1.15571,1.15577,1.15566,1.15577,158400000
EURUSD,20251110,221800,1.1557,1.15571,1.1557,1.15571,5400000
EURUSD,20251110,221900,1.15578,1.15578,1.15571,1.15571,5400000
EURUSD,20251110,222000,1.1557,1.15578,1.15569,1.15571,9900000
EURUSD,20251110,222100,1.15567,1.15569,1.15567,1.15569,2700000
EURUSD,20251110,222200,1.15577,1.15577,1.1557,1.15575,16200000
EURUSD,20251110,222300,1.15576,1.15576,1.15574,1.15576,10800000
EURUSD,20251110,222400,1.15575,1.15575,1.15574,1.15574,3600000
EURUSD,20251110,222500,1.15575,1.15577,1.15573,1.15573,23400000
EURUSD,20251110,222600,1.15573,1.15573,1.1557,1.15572,12600000
EURUSD,20251110,222700,1.15571,1.15576,1.15568,1.15572,25200000
EURUSD,20251110,222800,1.15571,1.15571,1.15569,1.1557,9000000
EURUSD,20251110,222900,1.15573,1.15574,1.1557,1.15574,16200000
EURUSD,20251110,223000,1.15573,1.15573,1.15564,1.15567,56700000
EURUSD,20251110,223100,1.15571,1.15574,1.15564,1.15568,62550000
EURUSD,20251110,223200,1.15569,1.15572,1.15568,1.1557,22500000
EURUSD,20251110,223300,1.15571,1.15573,1.15568,1.15573,28800000
EURUSD,20251110,223400,1.1557,1.15573,1.15566,1.1557,21150000
EURUSD,20251110,223500,1.1557,1.15572,1.15569,1.15572,14400000
EURUSD,20251110,223600,1.15573,1.15573,1.1557,1.15571,18000000
EURUSD,20251110,223700,1.15567,1.15573,1.15565,1.15571,30600000
EURUSD,20251110,223800,1.15571,1.15571,1.15565,1.15565,11250000
EURUSD,20251110,223900,1.15571,1.15571,1.15564,1.15565,49050000
EURUSD,20251110,224000,1.1557,1.15571,1.15564,1.15571,23850000
EURUSD,20251110,224100,1.15571,1.15579,1.15564,1.15571,75600000
EURUSD,20251110,224200,1.15572,1.15584,1.15569,1.15579,193950000
EURUSD,20251110,224300,1.15577,1.15581,1.15564,1.15567,249300000
EURUSD,20251110,224400,1.15568,1.15581,1.15566,1.15568,181070000
EURUSD,20251110,224500,1.15566,1.15585,1.15566,1.15571,298440000
EURUSD,20251110,224600,1.15571,1.15572,1.15566,1.15569,38250000
EURUSD,20251110,224700,1.15569,1.15571,1.15568,1.1557,19800000
EURUSD,20251110,224800,1.15569,1.15571,1.15564,1.15564,50400000
EURUSD,20251110,224900,1.15565,1.15565,1.15564,1.15564,7200000
EURUSD,20251110,225000,1.15565,1.15565,1.15563,1.15563,5400000
EURUSD,20251110,225100,1.15563,1.15564,1.15562,1.15562,30600000
EURUSD,20251110,225200,1.15563,1.15563,1.15562,1.15563,7200000
EURUSD,20251110,225300,1.15562,1.15568,1.15561,1.15562,30150000
EURUSD,20251110,225400,1.15564,1.15564,1.15562,1.15562,9000000
EURUSD,20251110,225500,1.15563,1.15569,1.15562,1.15566,48150000
EURUSD,20251110,225600,1.15566,1.15575,1.15561,1.15568,151200000
EURUSD,20251110,225700,1.15567,1.1557,1.15563,1.15565,144000000
EURUSD,20251110,225800,1.15565,1.1557,1.15563,1.15569,149400000
EURUSD,20251110,225900,1.15567,1.15575,1.15557,1.15568,181350000
EURUSD,20251110,230000,1.15572,1.15591,1.15562,1.15566,192110000
EURUSD,20251110,230100,1.15571,1.1559,1.15568,1.15569,88390000
EURUSD,20251110,230200,1.15568,1.1557,1.15568,1.15568,111600000
EURUSD,20251110,230300,1.15569,1.15576,1.15568,1.15576,83700000
EURUSD,20251110,230400,1.15575,1.15575,1.15568,1.15574,92700000
EURUSD,20251110,230500,1.15574,1.15579,1.15564,1.15577,38700000
EURUSD,20251110,230600,1.15577,1.15583,1.15576,1.15582,16650000
EURUSD,20251110,230700,1.15581,1.15584,1.15581,1.15583,8190000
EURUSD,20251110,230800,1.15587,1.15592,1.15586,1.15589,19350000
EURUSD,20251110,230900,1.1559,1.15594,1.1559,1.15594,5850000
EURUSD,20251110,231000,1.15595,1.15597,1.15591,1.15596,11910000
EURUSD,20251110,231100,1.15595,1.15595,1.15595,1.15595,520000
EURUSD,20251110,231200,1.15596,1.15599,1.15596,1.15599,5160000
EURUSD,20251110,231300,1.15598,1.15599,1.15598,1.15598,4570000
EURUSD,20251110,231400,1.15595,1.15597,1.15592,1.15594,24620000
EURUSD,20251110,231500,1.15598,1.15601,1.15597,1.15599,15960000
EURUSD,20251110,231600,1.15598,1.15599,1.15594,1.15599,8350000
EURUSD,20251110,231700,1.15599,1.156,1.15597,1.15597,8000000
EURUSD,20251110,231800,1.15595,1.15596,1.15595,1.15595,9900000
EURUSD,20251110,231900,1.15595,1.15595,1.15593,1.15593,4950000
EURUSD,20251110,232000,1.15591,1.15591,1.15589,1.15589,3820000
EURUSD,20251110,232100,1.15588,1.15588,1.15584,1.15586,7650000
EURUSD,20251110,232200,1.15586,1.15586,1.15586,1.15586,3150000
EURUSD,20251110,232300,1.15586,1.15587,1.15586,1.15586,7200000
EURUSD,20251110,232400,1.15586,1.15586,1.15577,1.15577,25650000
EURUSD,20251110,232500,1.15577,1.15578,1.15577,1.15578,9900000
EURUSD,20251110,232600,1.15577,1.15577,1.15572,1.15573,13050000
EURUSD,20251110,232700,1.15573,1.15573,1.15568,1.15571,12600000
EURUSD,20251110,232800,1.1557,1.15572,1.15564,1.15564,19870000
EURUSD,20251110,232900,1.15563,1.15567,1.15563,1.15567,18000000
EURUSD,20251110,233000,1.15573,1.15581,1.15573,1.15581,17100000
EURUSD,20251110,233100,1.15581,1.15585,1.15581,1.15584,11320000
EURUSD,20251110,233200,1.15586,1.15586,1.15584,1.15584,8170000
EURUSD,20251110,233300,1.15584,1.15586,1.15577,1.15577,45460000
EURUSD,20251110,233400,1.15576,1.1559,1.15576,1.15587,29250000
EURUSD,20251110,233500,1.15588,1.15597,1.15588,1.15594,7200000
EURUSD,20251110,233600,1.15593,1.15595,1.15593,1.15595,3600000
EURUSD,20251110,233700,1.15593,1.15593,1.15591,1.15591,4500000
EURUSD,20251110,233800,1.15593,1.15594,1.15593,1.15594,1800000
EURUSD,20251110,233900,1.15595,1.15597,1.15595,1.15597,1800000
EURUSD,20251110,234000,1.15595,1.15598,1.15593,1.15595,14990000
EURUSD,20251110,234100,1.15597,1.15597,1.15596,1.15596,3220000
EURUSD,20251110,234200,1.15595,1.15595,1.15589,1.1559,11600000
EURUSD,20251110,234300,1.15589,1.1559,1.15588,1.1559,4120000
EURUSD,20251110,234400,1.15589,1.15589,1.15589,1.15589,2320000
EURUSD,20251110,234500,1.15589,1.15589,1.15589,1.15589,2700000
EURUSD,20251110,234600,1.15589,1.15589,1.15577,1.15578,15410000
EURUSD,20251110,234700,1.15578,1.15587,1.15578,1.15581,16740000
EURUSD,20251110,234800,1.1558,1.15582,1.15577,1.15578,15750000
EURUSD,20251110,234900,1.15578,1.15585,1.15578,1.15584,10500000
EURUSD,20251110,235000,1.15584,1.15588,1.15584,1.15588,10040000
EURUSD,20251110,235100,1.15589,1.15589,1.15584,1.15584,7720000
EURUSD,20251110,235200,1.15582,1.15582,1.15577,1.15578,7720000
EURUSD,20251110,235300,1.15582,1.15586,1.15582,1.15586,8100000
EURUSD,20251110,235400,1.15587,1.15587,1.15582,1.15583,11910000
EURUSD,20251110,235600,1.15583,1.15585,1.1557,1.1557,21600000
EURUSD,20251110,235700,1.15572,1.15576,1.15568,1.15574,7890000
EURUSD,20251110,235800,1.15571,1.15571,1.15564,1.15564,23990000
EURUSD,20251110,235900,1.15565,1.15567,1.15563,1.15565,49010000
EURUSD,20251111,000000,1.15566,1.15575,1.15563,1.15565,79160000
EURUSD,20251111,000100,1.15563,1.15569,1.15562,1.15566,87830000
EURUSD,20251111,000200,1.15565,1.1557,1.15561,1.15563,33220000
EURUSD,20251111,000300,1.15563,1.15567,1.15562,1.15565,77210000
EURUSD,20251111,000400,1.15567,1.15575,1.15565,1.15573,30540000
EURUSD,20251111,000500,1.15573,1.15581,1.15568,1.15579,35520000
EURUSD,20251111,000600,1.15579,1.15591,1.15578,1.1559,30640000
EURUSD,20251111,000700,1.15589,1.1559,1.15584,1.1559,49670000
EURUSD,20251111,000800,1.15591,1.15591,1.15583,1.1559,102100000
EURUSD,20251111,000900,1.15592,1.15593,1.15583,1.15585,97110000
EURUSD,20251111,001000,1.15587,1.15592,1.15587,1.15587,63430000
EURUSD,20251111,001100,1.15588,1.15591,1.15578,1.1558,43490000
EURUSD,20251111,001200,1.15581,1.15585,1.15579,1.15583,19490000
EURUSD,20251111,001300,1.15583,1.15583,1.15578,1.15578,25780000
EURUSD,20251111,001400,1.15579,1.15579,1.15576,1.15579,17220000
EURUSD,20251111,001500,1.15578,1.1558,1.15573,1.15574,29540000
EURUSD,20251111,001600,1.15574,1.15581,1.15574,1.1558,27420000
EURUSD,20251111,001700,1.15581,1.15584,1.1558,1.1558,24780000
EURUSD,20251111,001800,1.15579,1.15583,1.15574,1.15581,42540000
EURUSD,20251111,001900,1.15582,1.15583,1.15578,1.15579,26240000
EURUSD,20251111,002000,1.15578,1.1558,1.15577,1.15577,36280000
EURUSD,20251111,002100,1.15578,1.15584,1.15578,1.15579,28660000
EURUSD,20251111,002200,1.1558,1.15583,1.1558,1.15581,18490000
EURUSD,20251111,002300,1.15582,1.15583,1.1558,1.15582,19260000
EURUSD,20251111,002400,1.15583,1.15586,1.15583,1.15586,8100000
EURUSD,20251111,002500,1.15584,1.15584,1.15578,1.15578,10940000
EURUSD,20251111,002600,1.15582,1.15582,1.15573,1.15574,13330000
EURUSD,20251111,002700,1.15575,1.15575,1.15568,1.15569,17140000
EURUSD,20251111,002800,1.1557,1.15572,1.15567,1.15569,16100000
EURUSD,20251111,002900,1.15569,1.15578,1.15569,1.15575,17620000
EURUSD,20251111,003000,1.15574,1.15581,1.15569,1.15574,31520000
EURUSD,20251111,003100,1.15571,1.15571,1.15566,1.15566,15720000
EURUSD,20251111,003200,1.15567,1.1557,1.15566,1.15568,9900000
EURUSD,20251111,003300,1.15569,1.15571,1.15568,1.1557,9590000
EURUSD,20251111,003400,1.15568,1.15569,1.15562,1.15562,26420000
EURUSD,20251111,003500,1.15561,1.15562,1.15558,1.15558,7030000
EURUSD,20251111,003600,1.15557,1.15559,1.15555,1.15556,11980000
EURUSD,20251111,003700,1.15554,1.15555,1.15553,1.15555,4590000
EURUSD,20251111,003800,1.15555,1.15555,1.15553,1.15554,7570000
EURUSD,20251111,003900,1.15554,1.15555,1.15549,1.15549,31940000
EURUSD,20251111,004000,1.1555,1.1555,1.15544,1.15545,31990000
EURUSD,20251111,004100,1.15544,1.15544,1.15541,1.15543,5870000
EURUSD,20251111,004200,1.15544,1.15552,1.15544,1.15544,43380000
EURUSD,20251111,004300,1.15543,1.1555,1.15543,1.1555,58910000
EURUSD,20251111,004400,1.15548,1.15549,1.15547,1.15547,22840000
EURUSD,20251111,004500,1.15548,1.15551,1.15543,1.15543,24360000
EURUSD,20251111,004600,1.15545,1.15545,1.15545,1.15545,1800000
EURUSD,20251111,004700,1.15544,1.15544,1.15534,1.15534,26100000
EURUSD,20251111,004800,1.15535,1.15542,1.1553,1.15542,20840000
EURUSD,20251111,004900,1.15542,1.15542,1.15535,1.15535,32820000
EURUSD,20251111,005000,1.15537,1.15537,1.1553,1.15531,43240000
EURUSD,20251111,005100,1.15529,1.15529,1.15525,1.15527,35710000
EURUSD,20251111,005200,1.15527,1.15531,1.15525,1.15528,28620000
EURUSD,20251111,005300,1.1553,1.15538,1.15526,1.15526,27500000
EURUSD,20251111,005400,1.15525,1.15528,1.15518,1.15527,109250000
EURUSD,20251111,005500,1.15528,1.15528,1.15516,1.15523,121720000
EURUSD,20251111,005600,1.15524,1.15534,1.15518,1.15531,90340000
EURUSD,20251111,005700,1.15533,1.15534,1.15531,1.15532,15050000
EURUSD,20251111,005800,1.15529,1.15532,1.15522,1.15523,28640000
EURUSD,20251111,005900,1.15525,1.15527,1.15521,1.15521,30110000
EURUSD,20251111,010000,1.15521,1.1553,1.15516,1.15516,55270000
EURUSD,20251111,010100,1.15514,1.15516,1.15504,1.15509,31690000
EURUSD,20251111,010200,1.1551,1.15521,1.15509,1.15515,32310000
EURUSD,20251111,010300,1.15514,1.15517,1.15505,1.15509,31130000
EURUSD,20251111,010400,1.15507,1.15507,1.15494,1.15494,23940000
EURUSD,20251111,010500,1.15495,1.15503,1.15483,1.15488,98310000
EURUSD,20251111,010600,1.15488,1.15488,1.1548,1.15485,47930000
EURUSD,20251111,010700,1.15484,1.15488,1.15483,1.15485,17380000
EURUSD,20251111,010800,1.15485,1.15494,1.15483,1.15486,47750000
EURUSD,20251111,010900,1.15487,1.15487,1.15479,1.1548,47290000
EURUSD,20251111,011000,1.1548,1.15486,1.15478,1.15486,39650000
EURUSD,20251111,011100,1.15487,1.155,1.15485,1.15496,42510000
EURUSD,20251111,011200,1.15498,1.15499,1.15495,1.15496,17380000
EURUSD,20251111,011300,1.15499,1.15501,1.15496,1.15496,28040000
EURUSD,20251111,011400,1.15499,1.15499,1.15487,1.15494,21070000
EURUSD,20251111,011500,1.15494,1.15494,1.15483,1.15487,32490000
EURUSD,20251111,011600,1.15488,1.15492,1.15482,1.15482,44760000
EURUSD,20251111,011700,1.15483,1.15489,1.15483,1.15488,26930000
EURUSD,20251111,011800,1.15494,1.15498,1.15494,1.15496,39920000
EURUSD,20251111,011900,1.15495,1.15502,1.15492,1.15492,56120000
EURUSD,20251111,012000,1.15492,1.15496,1.15486,1.15494,33560000
EURUSD,20251111,012100,1.15495,1.15504,1.15493,1.15499,48030000
EURUSD,20251111,012200,1.15498,1.155,1.15492,1.15494,24650000
EURUSD,20251111,012300,1.15493,1.15502,1.15491,1.155,37540000
EURUSD,20251111,012400,1.15502,1.15505,1.15495,1.155,45400000
EURUSD,20251111,012500,1.15498,1.15518,1.15498,1.15515,36700000
EURUSD,20251111,012600,1.15518,1.15518,1.15497,1.15501,52470000
EURUSD,20251111,012700,1.15501,1.15501,1.15473,1.15478,102960000
EURUSD,20251111,012800,1.15478,1.15481,1.15468,1.15475,116700000
EURUSD,20251111,012900,1.15475,1.15493,1.15475,1.15493,95060000
EURUSD,20251111,013000,1.15494,1.15499,1.15493,1.15496,30820000
EURUSD,20251111,013100,1.15496,1.15509,1.15494,1.15506,29320000
EURUSD,20251111,013200,1.15504,1.15513,1.15503,1.15509,21740000
EURUSD,20251111,013300,1.15511,1.15521,1.15511,1.15516,31400000
EURUSD,20251111,013400,1.15517,1.15526,1.15517,1.15526,13400000
EURUSD,20251111,013500,1.15526,1.15537,1.15524,1.15537,26630000
EURUSD,20251111,013600,1.15536,1.15536,1.15529,1.15529,43270000
EURUSD,20251111,013700,1.15528,1.15534,1.1552,1.15524,34790000
EURUSD,20251111,013800,1.15524,1.15524,1.1551,1.1551,36880000
EURUSD,20251111,013900,1.15514,1.1552,1.15513,1.1552,9900000
EURUSD,20251111,014000,1.1552,1.15524,1.15519,1.15522,13280000
EURUSD,20251111,014100,1.15525,1.15527,1.15524,1.15526,13190000
EURUSD,20251111,014200,1.15524,1.1553,1.15524,1.15529,15820000
EURUSD,20251111,014300,1.15531,1.15533,1.15528,1.15532,22500000
EURUSD,20251111,014400,1.1553,1.15531,1.15528,1.15528,25790000
EURUSD,20251111,014500,1.15531,1.15532,1.1553,1.1553,13680000
EURUSD,20251111,014600,1.15532,1.15539,1.15532,1.15535,38790000
EURUSD,20251111,014700,1.15534,1.15534,1.15527,1.1553,25190000
EURUSD,20251111,014800,1.15531,1.15532,1.15525,1.15526,101440000
EURUSD,20251111,014900,1.15527,1.15528,1.15522,1.15523,69400000
EURUSD,20251111,015000,1.15523,1.15533,1.15521,1.15529,49950000
EURUSD,20251111,015100,1.15532,1.15541,1.15531,1.15538,48960000
EURUSD,20251111,015200,1.15537,1.15538,1.15533,1.15533,59850000
EURUSD,20251111,015300,1.15535,1.15535,1.15526,1.15528,71860000
EURUSD,20251111,015400,1.15529,1.15529,1.15523,1.15528,42560000
EURUSD,20251111,015500,1.15529,1.15537,1.15528,1.15537,39580000
EURUSD,20251111,015600,1.15537,1.15538,1.15529,1.15533,39110000
EURUSD,20251111,015700,1.15533,1.15536,1.15525,1.15525,29770000
EURUSD,20251111,015800,1.15528,1.15544,1.15524,1.15543,99310000
EURUSD,20251111,015900,1.15541,1.15547,1.15538,1.15546,43740000
EURUSD,20251111,020000,1.15546,1.15555,1.15543,1.15549,75290000
EURUSD,20251111,020100,1.15548,1.15555,1.15546,1.15547,93830000
EURUSD,20251111,020200,1.15547,1.15552,1.1554,1.15552,46480000
EURUSD,20251111,020300,1.1555,1.15564,1.15549,1.15562,67360000
EURUSD,20251111,020400,1.15564,1.15568,1.15563,1.15565,29250000
EURUSD,20251111,020500,1.15564,1.15567,1.15557,1.1556,36900000
EURUSD,20251111,020600,1.1556,1.15562,1.15556,1.15556,37850000
EURUSD,20251111,020700,1.15558,1.15561,1.15548,1.15552,95710000
EURUSD,20251111,020800,1.1555,1.15563,1.15548,1.15559,68820000
EURUSD,20251111,020900,1.15558,1.15558,1.15552,1.15556,29700000
EURUSD,20251111,021000,1.15555,1.1556,1.15555,1.15557,57220000
EURUSD,20251111,021100,1.15555,1.15556,1.15551,1.15555,33730000
EURUSD,20251111,021200,1.15556,1.15558,1.15554,1.15554,25200000
EURUSD,20251111,021300,1.15553,1.15558,1.15544,1.15555,60050000
EURUSD,20251111,021400,1.15557,1.15558,1.15554,1.15558,27670000
EURUSD,20251111,021500,1.15557,1.1556,1.15553,1.15555,32860000
EURUSD,20251111,021600,1.15554,1.15555,1.1555,1.15554,53500000
EURUSD,20251111,021700,1.15554,1.15554,1.15546,1.15554,33270000
EURUSD,20251111,021800,1.15554,1.15555,1.15548,1.15549,23760000
EURUSD,20251111,021900,1.15548,1.15553,1.15547,1.15553,30330000
EURUSD,20251111,022000,1.15554,1.15555,1.15552,1.15553,26100000
EURUSD,20251111,022100,1.15552,1.15554,1.15552,1.15552,9450000
EURUSD,20251111,022200,1.15558,1.15564,1.15557,1.15558,50240000
EURUSD,20251111,022300,1.15559,1.15565,1.15554,1.15564,45450000
EURUSD,20251111,022400,1.15562,1.15562,1.15552,1.15556,45470000
EURUSD,20251111,022500,1.15555,1.15563,1.15555,1.15563,5850000
EURUSD,20251111,022600,1.15561,1.15563,1.15559,1.15559,6750000
EURUSD,20251111,022700,1.15558,1.1556,1.15558,1.15558,2700000
EURUSD,20251111,022800,1.1556,1.15568,1.1556,1.15566,13440000
EURUSD,20251111,022900,1.15568,1.15568,1.15555,1.15555,27670000
EURUSD,20251111,023000,1.15555,1.15556,1.1555,1.1555,24880000
EURUSD,20251111,023100,1.1555,1.15553,1.15546,1.15548,16520000
EURUSD,20251111,023200,1.15549,1.15552,1.15549,1.1555,11770000
EURUSD,20251111,023300,1.15549,1.15562,1.15549,1.15553,36220000
EURUSD,20251111,023400,1.15552,1.15554,1.15549,1.15554,12600000
EURUSD,20251111,023500,1.15552,1.15552,1.15544,1.15547,23400000
